Image Index,Image Path,Label
102,path/to/image_102.jpg,[0. 0. 0. 0. 1.]
103,path/to/image_103.jpg,[1. 0. 0. 0. 0.]
104,path/to/image_104.jpg,[0. 0. 0. 0. 1.]
105,path/to/image_105.jpg,[1. 0. 0. 0. 0.]
106,path/to/image_106.jpg,[0. 0. 0. 0. 1.]
107,path/to/image_107.jpg,[1. 0. 0. 0. 0.]
108,path/to/image_108.jpg,[0. 0. 0. 0. 1.]
109,path/to/image_109.jpg,[1. 0. 0. 0. 0.]
110,path/to/image_110.jpg,[0. 0. 0. 0. 1.]
111,path/to/image_111.jpg,[1. 0. 0. 0. 0.]
112,path/to/image_112.jpg,[0. 0. 0. 0. 1.]
113,path/to/image_113.jpg,[1. 0. 0. 0. 0.]
114,path/to/image_114.jpg,[0. 0. 0. 0. 1.]
115,path/to/image_115.jpg,[1. 0. 0. 0. 0.]
116,path/to/image_116.jpg,[0. 0. 0. 0. 1.]
117,path/to/image_117.jpg,[1. 0. 0. 0. 0.]
118,path/to/image_118.jpg,[0. 0. 0. 0. 1.]
119,path/to/image_119.jpg,[1. 0. 0. 0. 0.]
120,path/to/image_120.jpg,[0. 0. 0. 0. 1.]
121,path/to/image_121.jpg,[1. 0. 0. 0. 0.]
122,path/to/image_122.jpg,[0. 0. 0. 0. 1.]
123,path/to/image_123.jpg,[1. 0. 0. 0. 0.]
124,path/to/image_124.jpg,[0. 0. 0. 0. 1.]
125,path/to/image_125.jpg,[1. 0. 0. 0. 0.]
126,path/to/image_126.jpg,[0. 0. 0. 0. 1.]
127,path/to/image_127.jpg,[1. 0. 0. 0. 0.]
128,path/to/image_128.jpg,[0. 0. 0. 0. 1.]
129,path/to/image_129.jpg,[1. 0. 0. 0. 0.]
130,path/to/image_130.jpg,[0. 0. 0. 0. 1.]
131,path/to/image_131.jpg,[1. 0. 0. 0. 0.]
132,path/to/image_132.jpg,[0. 0. 0. 0. 1.]
133,path/to/image_133.jpg,[1. 0. 0. 0. 0.]
134,path/to/image_134.jpg,[0. 0. 0. 0. 1.]
135,path/to/image_135.jpg,[1. 0. 0. 0. 0.]
136,path/to/image_136.jpg,[0. 0. 0. 0. 1.]
137,path/to/image_137.jpg,[1. 0. 0. 0. 0.]
138,path/to/image_138.jpg,[0. 0. 0. 0. 1.]
139,path/to/image_139.jpg,[1. 0. 0. 0. 0.]
140,path/to/image_140.jpg,[0. 0. 0. 0. 1.]
141,path/to/image_141.jpg,[1. 0. 0. 0. 0.]
142,path/to/image_142.jpg,[0. 0. 0. 0. 1.]
143,path/to/image_143.jpg,[1. 0. 0. 0. 0.]
144,path/to/image_144.jpg,[0. 0. 0. 0. 1.]
145,path/to/image_145.jpg,[1. 0. 0. 0. 0.]
146,path/to/image_146.jpg,[0. 0. 0. 0. 1.]
147,path/to/image_147.jpg,[1. 0. 0. 0. 0.]
148,path/to/image_148.jpg,[0. 0. 0. 0. 1.]
149,path/to/image_149.jpg,[1. 0. 0. 0. 0.]
150,path/to/image_150.jpg,[0. 0. 0. 0. 1.]
151,path/to/image_151.jpg,[1. 0. 0. 0. 0.]
152,path/to/image_152.jpg,[0. 0. 0. 0. 1.]
153,path/to/image_153.jpg,[1. 0. 0. 0. 0.]
154,path/to/image_154.jpg,[0. 0. 0. 0. 1.]
155,path/to/image_155.jpg,[1. 0. 0. 0. 0.]
156,path/to/image_156.jpg,[0. 0. 0. 0. 1.]
157,path/to/image_157.jpg,[1. 0. 0. 0. 0.]
158,path/to/image_158.jpg,[0. 0. 0. 0. 1.]
159,path/to/image_159.jpg,[1. 0. 0. 0. 0.]
160,path/to/image_160.jpg,[0. 0. 0. 0. 1.]
161,path/to/image_161.jpg,[0. 1. 0. 0. 0.]
162,path/to/image_162.jpg,[0. 1. 0. 0. 0.]
163,path/to/image_163.jpg,[0. 1. 0. 0. 0.]
164,path/to/image_164.jpg,[0. 1. 0. 0. 0.]
165,path/to/image_165.jpg,[0. 1. 0. 0. 0.]
166,path/to/image_166.jpg,[0. 1. 0. 0. 0.]
167,path/to/image_167.jpg,[0. 1. 0. 0. 0.]
168,path/to/image_168.jpg,[0. 1. 0. 0. 0.]
169,path/to/image_169.jpg,[0. 1. 0. 0. 0.]
170,path/to/image_170.jpg,[0. 1. 0. 0. 0.]
171,path/to/image_171.jpg,[0. 1. 0. 0. 0.]
172,path/to/image_172.jpg,[0. 1. 0. 0. 0.]
173,path/to/image_173.jpg,[0. 1. 0. 0. 0.]
174,path/to/image_174.jpg,[0. 1. 0. 0. 0.]
175,path/to/image_175.jpg,[0. 1. 0. 0. 0.]
176,path/to/image_176.jpg,[0. 1. 0. 0. 0.]
177,path/to/image_177.jpg,[0. 1. 0. 0. 0.]
178,path/to/image_178.jpg,[0. 1. 0. 0. 0.]
179,path/to/image_179.jpg,[0. 1. 0. 0. 0.]
180,path/to/image_180.jpg,[0. 1. 0. 0. 0.]
181,path/to/image_181.jpg,[0. 1. 0. 0. 0.]
182,path/to/image_182.jpg,[0. 1. 0. 0. 0.]
183,path/to/image_183.jpg,[0. 1. 0. 0. 0.]
184,path/to/image_184.jpg,[0. 1. 0. 0. 0.]
185,path/to/image_185.jpg,[0. 0. 1. 0. 0.]
186,path/to/image_186.jpg,[0. 0. 1. 0. 0.]
187,path/to/image_187.jpg,[0. 0. 1. 0. 0.]
188,path/to/image_188.jpg,[0. 0. 1. 0. 0.]
189,path/to/image_189.jpg,[0. 0. 1. 0. 0.]
190,path/to/image_190.jpg,[0. 0. 1. 0. 0.]
191,path/to/image_191.jpg,[0. 0. 1. 0. 0.]
192,path/to/image_192.jpg,[0. 0. 1. 0. 0.]
193,path/to/image_193.jpg,[0. 0. 1. 0. 0.]
194,path/to/image_194.jpg,[0. 0. 1. 0. 0.]
195,path/to/image_195.jpg,[0. 0. 1. 0. 0.]
196,path/to/image_196.jpg,[0. 0. 1. 0. 0.]
197,path/to/image_197.jpg,[0. 0. 1. 0. 0.]
198,path/to/image_198.jpg,[0. 0. 1. 0. 0.]
199,path/to/image_199.jpg,[0. 0. 1. 0. 0.]
200,path/to/image_200.jpg,[0. 0. 1. 0. 0.]
201,path/to/image_201.jpg,[0. 0. 1. 0. 0.]
202,path/to/image_202.jpg,[0. 0. 1. 0. 0.]
203,path/to/image_203.jpg,[0. 0. 1. 0. 0.]
204,path/to/image_204.jpg,[0. 0. 1. 0. 0.]
205,path/to/image_205.jpg,[0. 0. 1. 0. 0.]
206,path/to/image_206.jpg,[0. 0. 1. 0. 0.]
207,path/to/image_207.jpg,[0. 0. 1. 0. 0.]
208,path/to/image_208.jpg,[0. 0. 1. 0. 0.]
209,path/to/image_209.jpg,[0. 0. 1. 0. 0.]
210,path/to/image_210.jpg,[0. 0. 1. 0. 0.]
211,path/to/image_211.jpg,[0. 0. 1. 0. 0.]
212,path/to/image_212.jpg,[0. 0. 1. 0. 0.]
213,path/to/image_213.jpg,[0. 0. 1. 0. 0.]
214,path/to/image_214.jpg,[0. 0. 1. 0. 0.]
215,path/to/image_215.jpg,[0. 0. 1. 0. 0.]
216,path/to/image_216.jpg,[0. 0. 1. 0. 0.]
217,path/to/image_217.jpg,[0. 0. 1. 0. 0.]
218,path/to/image_218.jpg,[0. 0. 1. 0. 0.]
219,path/to/image_219.jpg,[0. 0. 1. 0. 0.]
220,path/to/image_220.jpg,[0. 0. 1. 0. 0.]
221,path/to/image_221.jpg,[0. 0. 1. 0. 0.]
222,path/to/image_222.jpg,[0. 0. 1. 0. 0.]
223,path/to/image_223.jpg,[0. 0. 1. 0. 0.]
224,path/to/image_224.jpg,[0. 0. 1. 0. 0.]
225,path/to/image_225.jpg,[0. 0. 1. 0. 0.]
226,path/to/image_226.jpg,[0. 0. 1. 0. 0.]
227,path/to/image_227.jpg,[0. 0. 1. 0. 0.]
228,path/to/image_228.jpg,[0. 0. 1. 0. 0.]
229,path/to/image_229.jpg,[0. 0. 1. 0. 0.]
230,path/to/image_230.jpg,[0. 0. 1. 0. 0.]
231,path/to/image_231.jpg,[0. 0. 1. 0. 0.]
232,path/to/image_232.jpg,[0. 0. 1. 0. 0.]
233,path/to/image_233.jpg,[0. 0. 1. 0. 0.]
234,path/to/image_234.jpg,[0. 0. 1. 0. 0.]
235,path/to/image_235.jpg,[0. 0. 1. 0. 0.]
236,path/to/image_236.jpg,[0. 0. 1. 0. 0.]
237,path/to/image_237.jpg,[0. 0. 1. 0. 0.]
238,path/to/image_238.jpg,[0. 0. 1. 0. 0.]
239,path/to/image_239.jpg,[0. 0. 1. 0. 0.]
240,path/to/image_240.jpg,[0. 0. 1. 0. 0.]
241,path/to/image_241.jpg,[0. 0. 1. 0. 0.]
242,path/to/image_242.jpg,[0. 0. 1. 0. 0.]
243,path/to/image_243.jpg,[0. 0. 1. 0. 0.]
244,path/to/image_244.jpg,[0. 0. 1. 0. 0.]
245,path/to/image_245.jpg,[0. 1. 0. 0. 0.]
246,path/to/image_246.jpg,[0. 1. 0. 0. 0.]
247,path/to/image_247.jpg,[0. 1. 0. 0. 0.]
248,path/to/image_248.jpg,[0. 1. 0. 0. 0.]
249,path/to/image_249.jpg,[0. 1. 0. 0. 0.]
250,path/to/image_250.jpg,[0. 1. 0. 0. 0.]
251,path/to/image_251.jpg,[0. 1. 0. 0. 0.]
252,path/to/image_252.jpg,[0. 1. 0. 0. 0.]
253,path/to/image_253.jpg,[0. 1. 0. 0. 0.]
254,path/to/image_254.jpg,[0. 1. 0. 0. 0.]
255,path/to/image_255.jpg,[0. 1. 0. 0. 0.]
256,path/to/image_256.jpg,[0. 1. 0. 0. 0.]
257,path/to/image_257.jpg,[0. 1. 0. 0. 0.]
258,path/to/image_258.jpg,[0. 1. 0. 0. 0.]
259,path/to/image_259.jpg,[0. 1. 0. 0. 0.]
260,path/to/image_260.jpg,[0. 1. 0. 0. 0.]
261,path/to/image_261.jpg,[0. 1. 0. 0. 0.]
262,path/to/image_262.jpg,[0. 1. 0. 0. 0.]
263,path/to/image_263.jpg,[0. 1. 0. 0. 0.]
264,path/to/image_264.jpg,[0. 1. 0. 0. 0.]
265,path/to/image_265.jpg,[0. 1. 0. 0. 0.]
266,path/to/image_266.jpg,[0. 1. 0. 0. 0.]
267,path/to/image_267.jpg,[0. 1. 0. 0. 0.]
268,path/to/image_268.jpg,[0. 1. 0. 0. 0.]
269,path/to/image_269.jpg,[0. 1. 0. 0. 0.]
270,path/to/image_270.jpg,[0. 1. 0. 0. 0.]
271,path/to/image_271.jpg,[0. 1. 0. 0. 0.]
272,path/to/image_272.jpg,[0. 1. 0. 0. 0.]
273,path/to/image_273.jpg,[0. 1. 0. 0. 0.]
274,path/to/image_274.jpg,[0. 1. 0. 0. 0.]
275,path/to/image_275.jpg,[0. 1. 0. 0. 0.]
276,path/to/image_276.jpg,[0. 1. 0. 0. 0.]
277,path/to/image_277.jpg,[0. 1. 0. 0. 0.]
278,path/to/image_278.jpg,[0. 1. 0. 0. 0.]
279,path/to/image_279.jpg,[0. 1. 0. 0. 0.]
280,path/to/image_280.jpg,[0. 1. 0. 0. 0.]
281,path/to/image_281.jpg,[0. 1. 0. 0. 0.]
282,path/to/image_282.jpg,[0. 1. 0. 0. 0.]
283,path/to/image_283.jpg,[0. 1. 0. 0. 0.]
284,path/to/image_284.jpg,[0. 1. 0. 0. 0.]
285,path/to/image_285.jpg,[0. 1. 0. 0. 0.]
286,path/to/image_286.jpg,[0. 1. 0. 0. 0.]
287,path/to/image_287.jpg,[0. 1. 0. 0. 0.]
288,path/to/image_288.jpg,[0. 1. 0. 0. 0.]
289,path/to/image_289.jpg,[0. 1. 0. 0. 0.]
290,path/to/image_290.jpg,[0. 1. 0. 0. 0.]
291,path/to/image_291.jpg,[0. 1. 0. 0. 0.]
292,path/to/image_292.jpg,[0. 1. 0. 0. 0.]
293,path/to/image_293.jpg,[0. 1. 0. 0. 0.]
294,path/to/image_294.jpg,[0. 1. 0. 0. 0.]
295,path/to/image_295.jpg,[0. 1. 0. 0. 0.]
296,path/to/image_296.jpg,[0. 1. 0. 0. 0.]
297,path/to/image_297.jpg,[0. 1. 0. 0. 0.]
298,path/to/image_298.jpg,[0. 1. 0. 0. 0.]
299,path/to/image_299.jpg,[0. 1. 0. 0. 0.]
300,path/to/image_300.jpg,[0. 1. 0. 0. 0.]
301,path/to/image_301.jpg,[0. 1. 0. 0. 0.]
302,path/to/image_302.jpg,[0. 1. 0. 0. 0.]
303,path/to/image_303.jpg,[0. 1. 0. 0. 0.]
304,path/to/image_304.jpg,[0. 1. 0. 0. 0.]
305,path/to/image_305.jpg,[0. 1. 0. 0. 0.]
306,path/to/image_306.jpg,[0. 1. 0. 0. 0.]
307,path/to/image_307.jpg,[0. 1. 0. 0. 0.]
308,path/to/image_308.jpg,[0. 1. 0. 0. 0.]
309,path/to/image_309.jpg,[0. 1. 0. 0. 0.]
310,path/to/image_310.jpg,[0. 1. 0. 0. 0.]
311,path/to/image_311.jpg,[0. 1. 0. 0. 0.]
312,path/to/image_312.jpg,[0. 1. 0. 0. 0.]
313,path/to/image_313.jpg,[0. 1. 0. 0. 0.]
314,path/to/image_314.jpg,[0. 1. 0. 0. 0.]
315,path/to/image_315.jpg,[0. 1. 0. 0. 0.]
316,path/to/image_316.jpg,[0. 1. 0. 0. 0.]
317,path/to/image_317.jpg,[0. 1. 0. 0. 0.]
318,path/to/image_318.jpg,[0. 1. 0. 0. 0.]
319,path/to/image_319.jpg,[0. 1. 0. 0. 0.]
320,path/to/image_320.jpg,[0. 1. 0. 0. 0.]
321,path/to/image_321.jpg,[0. 1. 0. 0. 0.]
322,path/to/image_322.jpg,[0. 1. 0. 0. 0.]
323,path/to/image_323.jpg,[0. 1. 0. 0. 0.]
324,path/to/image_324.jpg,[0. 1. 0. 0. 0.]
325,path/to/image_325.jpg,[0. 1. 0. 0. 0.]
326,path/to/image_326.jpg,[0. 1. 0. 0. 0.]
327,path/to/image_327.jpg,[0. 1. 0. 0. 0.]
328,path/to/image_328.jpg,[0. 1. 0. 0. 0.]
329,path/to/image_329.jpg,[0. 1. 0. 0. 0.]
330,path/to/image_330.jpg,[0. 1. 0. 0. 0.]
331,path/to/image_331.jpg,[0. 1. 0. 0. 0.]
332,path/to/image_332.jpg,[0. 1. 0. 0. 0.]
333,path/to/image_333.jpg,[0. 1. 0. 0. 0.]
334,path/to/image_334.jpg,[0. 1. 0. 0. 0.]
335,path/to/image_335.jpg,[0. 1. 0. 0. 0.]
336,path/to/image_336.jpg,[0. 1. 0. 0. 0.]
337,path/to/image_337.jpg,[0. 1. 0. 0. 0.]
338,path/to/image_338.jpg,[0. 1. 0. 0. 0.]
339,path/to/image_339.jpg,[0. 1. 0. 0. 0.]
340,path/to/image_340.jpg,[0. 1. 0. 0. 0.]
341,path/to/image_341.jpg,[0. 1. 0. 0. 0.]
342,path/to/image_342.jpg,[0. 1. 0. 0. 0.]
343,path/to/image_343.jpg,[0. 1. 0. 0. 0.]
344,path/to/image_344.jpg,[0. 1. 0. 0. 0.]
345,path/to/image_345.jpg,[0. 1. 0. 0. 0.]
346,path/to/image_346.jpg,[0. 1. 0. 0. 0.]
347,path/to/image_347.jpg,[0. 1. 0. 0. 0.]
348,path/to/image_348.jpg,[0. 1. 0. 0. 0.]
349,path/to/image_349.jpg,[0. 1. 0. 0. 0.]
350,path/to/image_350.jpg,[0. 1. 0. 0. 0.]
351,path/to/image_351.jpg,[0. 1. 0. 0. 0.]
352,path/to/image_352.jpg,[0. 1. 0. 0. 0.]
353,path/to/image_353.jpg,[0. 1. 0. 0. 0.]
354,path/to/image_354.jpg,[0. 1. 0. 0. 0.]
355,path/to/image_355.jpg,[0. 1. 0. 0. 0.]
356,path/to/image_356.jpg,[0. 1. 0. 0. 0.]
357,path/to/image_357.jpg,[0. 1. 0. 0. 0.]
358,path/to/image_358.jpg,[0. 1. 0. 0. 0.]
359,path/to/image_359.jpg,[0. 1. 0. 0. 0.]
360,path/to/image_360.jpg,[0. 1. 0. 0. 0.]
361,path/to/image_361.jpg,[0. 1. 0. 0. 0.]
362,path/to/image_362.jpg,[0. 1. 0. 0. 0.]
363,path/to/image_363.jpg,[0. 1. 0. 0. 0.]
364,path/to/image_364.jpg,[0. 1. 0. 0. 0.]
365,path/to/image_365.jpg,[0. 1. 0. 0. 0.]
366,path/to/image_366.jpg,[0. 1. 0. 0. 0.]
367,path/to/image_367.jpg,[0. 1. 0. 0. 0.]
368,path/to/image_368.jpg,[0. 1. 0. 0. 0.]
369,path/to/image_369.jpg,[0. 1. 0. 0. 0.]
370,path/to/image_370.jpg,[0. 1. 0. 0. 0.]
371,path/to/image_371.jpg,[0. 1. 0. 0. 0.]
372,path/to/image_372.jpg,[0. 1. 0. 0. 0.]
373,path/to/image_373.jpg,[0. 1. 0. 0. 0.]
374,path/to/image_374.jpg,[0. 1. 0. 0. 0.]
375,path/to/image_375.jpg,[0. 1. 0. 0. 0.]
376,path/to/image_376.jpg,[0. 1. 0. 0. 0.]
377,path/to/image_377.jpg,[0. 1. 0. 0. 0.]
378,path/to/image_378.jpg,[0. 1. 0. 0. 0.]
379,path/to/image_379.jpg,[0. 1. 0. 0. 0.]
380,path/to/image_380.jpg,[0. 1. 0. 0. 0.]
381,path/to/image_381.jpg,[0. 1. 0. 0. 0.]
382,path/to/image_382.jpg,[0. 1. 0. 0. 0.]
383,path/to/image_383.jpg,[0. 1. 0. 0. 0.]
384,path/to/image_384.jpg,[0. 1. 0. 0. 0.]
385,path/to/image_385.jpg,[0. 1. 0. 0. 0.]
386,path/to/image_386.jpg,[0. 1. 0. 0. 0.]
387,path/to/image_387.jpg,[0. 1. 0. 0. 0.]
388,path/to/image_388.jpg,[0. 1. 0. 0. 0.]
389,path/to/image_389.jpg,[0. 1. 0. 0. 0.]
390,path/to/image_390.jpg,[0. 1. 0. 0. 0.]
391,path/to/image_391.jpg,[0. 1. 0. 0. 0.]
392,path/to/image_392.jpg,[0. 1. 0. 0. 0.]
393,path/to/image_393.jpg,[0. 1. 0. 0. 0.]
394,path/to/image_394.jpg,[0. 1. 0. 0. 0.]
395,path/to/image_395.jpg,[0. 1. 0. 0. 0.]
396,path/to/image_396.jpg,[0. 1. 0. 0. 0.]
397,path/to/image_397.jpg,[0. 1. 0. 0. 0.]
398,path/to/image_398.jpg,[0. 1. 0. 0. 0.]
399,path/to/image_399.jpg,[0. 1. 0. 0. 0.]
400,path/to/image_400.jpg,[0. 1. 0. 0. 0.]
401,path/to/image_401.jpg,[0. 1. 0. 0. 0.]
402,path/to/image_402.jpg,[0. 1. 0. 0. 0.]
403,path/to/image_403.jpg,[0. 1. 0. 0. 0.]
404,path/to/image_404.jpg,[0. 1. 0. 0. 0.]
405,path/to/image_405.jpg,[0. 1. 0. 0. 0.]
406,path/to/image_406.jpg,[0. 1. 0. 0. 0.]
407,path/to/image_407.jpg,[0. 1. 0. 0. 0.]
408,path/to/image_408.jpg,[0. 1. 0. 0. 0.]
409,path/to/image_409.jpg,[0. 1. 0. 0. 0.]
410,path/to/image_410.jpg,[0. 1. 0. 0. 0.]
411,path/to/image_411.jpg,[0. 1. 0. 0. 0.]
412,path/to/image_412.jpg,[0. 1. 0. 0. 0.]
413,path/to/image_413.jpg,[0. 1. 0. 0. 0.]
414,path/to/image_414.jpg,[0. 1. 0. 0. 0.]
415,path/to/image_415.jpg,[0. 1. 0. 0. 0.]
416,path/to/image_416.jpg,[0. 1. 0. 0. 0.]
417,path/to/image_417.jpg,[0. 1. 0. 0. 0.]
418,path/to/image_418.jpg,[0. 1. 0. 0. 0.]
419,path/to/image_419.jpg,[0. 1. 0. 0. 0.]
420,path/to/image_420.jpg,[0. 1. 0. 0. 0.]
421,path/to/image_421.jpg,[0. 1. 0. 0. 0.]
422,path/to/image_422.jpg,[0. 1. 0. 0. 0.]
423,path/to/image_423.jpg,[0. 1. 0. 0. 0.]
424,path/to/image_424.jpg,[0. 1. 0. 0. 0.]
425,path/to/image_425.jpg,[0. 1. 0. 0. 0.]
426,path/to/image_426.jpg,[0. 1. 0. 0. 0.]
427,path/to/image_427.jpg,[0. 1. 0. 0. 0.]
428,path/to/image_428.jpg,[0. 1. 0. 0. 0.]
429,path/to/image_429.jpg,[0. 1. 0. 0. 0.]
430,path/to/image_430.jpg,[0. 1. 0. 0. 0.]
431,path/to/image_431.jpg,[0. 1. 0. 0. 0.]
432,path/to/image_432.jpg,[0. 1. 0. 0. 0.]
433,path/to/image_433.jpg,[0. 1. 0. 0. 0.]
434,path/to/image_434.jpg,[0. 1. 0. 0. 0.]
435,path/to/image_435.jpg,[0. 1. 0. 0. 0.]
436,path/to/image_436.jpg,[0. 1. 0. 0. 0.]
437,path/to/image_437.jpg,[0. 1. 0. 0. 0.]
438,path/to/image_438.jpg,[0. 1. 0. 0. 0.]
439,path/to/image_439.jpg,[0. 1. 0. 0. 0.]
440,path/to/image_440.jpg,[0. 1. 0. 0. 0.]
441,path/to/image_441.jpg,[0. 1. 0. 0. 0.]
442,path/to/image_442.jpg,[0. 1. 0. 0. 0.]
443,path/to/image_443.jpg,[0. 1. 0. 0. 0.]
444,path/to/image_444.jpg,[0. 1. 0. 0. 0.]
445,path/to/image_445.jpg,[0. 1. 0. 0. 0.]
446,path/to/image_446.jpg,[0. 1. 0. 0. 0.]
447,path/to/image_447.jpg,[0. 1. 0. 0. 0.]
448,path/to/image_448.jpg,[0. 1. 0. 0. 0.]
449,path/to/image_449.jpg,[0. 1. 0. 0. 0.]
450,path/to/image_450.jpg,[0. 1. 0. 0. 0.]
